,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
226,Paris,0.0,0.002,0.17,1.225,0.854503769,0.449190718,0.324499318,0.242186902
227,Paris,0.0,0.002,0.27,1.225,0.818358848,0.418608533,0.294444177,0.210707925
228,Paris,0.0,0.002,0.23,1.225,0.829045149,0.427650198,0.303330019,0.220014725
229,Paris,0.0,0.002,0.33,1.225,0.807186846,0.409155924,0.285154477,0.200978138
230,Paris,0.0,0.002,0.13,1.225,0.884531952,0.474597555,0.349468309,0.268338783
231,Paris,0.0,0.002,0.19,1.225,0.844230983,0.440498919,0.31595731,0.233240222
232,Paris,0.0,0.004,0.03,1.225,1.332995363,0.884725574,0.80113145,0.845499259
233,Paris,0.0,0.002,0.29,1.225,0.814121186,0.415023054,0.290920491,0.207017309
234,Paris,0.0,0.002,0.25,1.225,0.823274543,0.422767695,0.29853166,0.214989049
235,Paris,0.0,0.004,0.09,1.225,0.957823936,0.554021919,0.451871219,0.420531882
236,Paris,0.0,0.002,0.35,1.225,0.804314055,0.406725264,0.282765708,0.198476206
237,Paris,0.0,0.004,0.05,1.225,1.107892471,0.686303342,0.591575267,0.590518775
238,Paris,0.0,0.002,0.31,1.225,0.810430325,0.411900224,0.28785148,0.203802908
239,Paris,0.0,0.004,0.11,1.225,0.923717476,0.523957986,0.420120329,0.381898536
240,Paris,0.0,0.004,0.01,1.225,2.458510002,1.87683693,1.848912589,2.120401965
241,Paris,0.0,0.004,0.15,1.225,0.882789759,0.487881305,0.382019306,0.335538578
242,Paris,0.0,0.004,0.07,1.225,1.011419829,0.60126527,0.501765506,0.481241466
243,Paris,0.0,0.004,0.21,1.225,0.850632332,0.459535411,0.352082867,0.299112999
244,Paris,0.0,0.004,0.27,1.225,0.832767154,0.443787757,0.335451586,0.278876662
245,Paris,0.0,0.004,0.13,1.225,0.900105324,0.503144509,0.398138961,0.355152395
246,Paris,0.0,0.004,0.17,1.225,0.869548455,0.476209455,0.369692524,0.320539794
247,Paris,0.0,0.004,0.23,1.225,0.843641602,0.453373277,0.345574965,0.29119442
248,Paris,0.0,0.004,0.33,1.225,0.821398454,0.433766576,0.324868105,0.265999072
249,Paris,0.0,0.004,0.29,1.225,0.828454882,0.439986613,0.331437155,0.273992049
250,Paris,0.0,0.006,0.03,1.225,1.356885147,0.941347446,0.930758757,1.100363014
251,Paris,0.0,0.004,0.19,1.225,0.859094803,0.466994846,0.359960866,0.308698663
252,Paris,0.0,0.006,0.09,1.225,0.974989943,0.589478968,0.524986372,0.54729525
253,Paris,0.0,0.004,0.25,1.225,0.837769397,0.448197092,0.340108336,0.284542825
254,Paris,0.0,0.004,0.35,1.225,0.818475084,0.431189712,0.322146651,0.262687707
255,Paris,0.0,0.004,0.31,1.225,0.824699039,0.436675945,0.327940721,0.269737718
256,Paris,0.0,0.006,0.15,1.225,0.898611012,0.519105397,0.44383205,0.436681921
257,Paris,0.0,0.006,0.05,1.225,1.127747988,0.730226318,0.687295274,0.768522281
258,Paris,0.0,0.006,0.11,1.225,0.940272231,0.557490962,0.488098021,0.497016431
259,Paris,0.0,0.006,0.01,1.225,2.502571126,1.996953294,2.148076427,2.759567051
260,Paris,0.0,0.006,0.17,1.225,0.885132399,0.506686556,0.42951073,0.417161966
261,Paris,0.0,0.006,0.07,1.225,1.029546375,0.639745864,0.582953819,0.626304877
262,Paris,0.0,0.006,0.21,1.225,0.865877263,0.488945384,0.409051737,0.389276369
263,Paris,0.0,0.006,0.13,1.225,0.916236905,0.535345436,0.462559951,0.462208046
264,Paris,0.0,0.006,0.27,1.225,0.847691908,0.47218989,0.389729428,0.362940075
265,Paris,0.0,0.006,0.19,1.225,0.874491398,0.496882218,0.418204438,0.401751495
266,Paris,0.0,0.006,0.33,1.225,0.83611946,0.46152736,0.377433483,0.346180717
267,Paris,0.0,0.006,0.23,1.225,0.858761247,0.482388877,0.401490822,0.378970846
268,Paris,0.0,0.008,0.03,1.225,1.381646859,1.005712397,1.109491636,1.349213558
269,Paris,0.0,0.006,0.29,1.225,0.843302353,0.468145475,0.385065439,0.356583065
270,Paris,0.0,0.008,0.09,1.225,0.992782473,0.629784792,0.625799096,0.671067786
271,Paris,0.0,0.006,0.35,1.225,0.833143698,0.458785578,0.374271683,0.34187119
272,Paris,0.0,0.006,0.25,1.225,0.8527838,0.47688142,0.395139664,0.370314223
273,Paris,0.0,0.008,0.15,1.225,0.915009708,0.554599404,0.529060773,0.535438906
274,Paris,0.0,0.006,0.31,1.225,0.839479197,0.464622926,0.381003265,0.351046325
275,Paris,0.0,0.008,0.05,1.225,1.14832819,0.78015579,0.81927605,0.942326003
276,Paris,0.0,0.008,0.21,1.225,0.881678603,0.52237719,0.487601624,0.47731244
277,Paris,0.0,0.008,0.11,1.225,0.957431199,0.595609596,0.581827103,0.609418254
278,Paris,0.0,0.008,0.01,1.225,2.548240389,2.133495653,2.56056987,3.383651787
279,Paris,0.0,0.008,0.17,1.225,0.901285124,0.541331421,0.511989341,0.511504452
280,Paris,0.0,0.008,0.07,1.225,1.048334501,0.683488704,0.694897987,0.767945688
281,Paris,0.0,0.008,0.13,1.225,0.932957255,0.571949861,0.551384978,0.566737843
282,Paris,0.0,0.008,0.23,1.225,0.874432727,0.51537238,0.478588792,0.464676291
283,Paris,0.0,0.008,0.27,1.225,0.863161384,0.504476034,0.464568866,0.445020111
284,Paris,0.0,0.008,0.33,1.225,0.851377751,0.493084449,0.44991174,0.424470571
285,Paris,0.0,0.008,0.19,1.225,0.890449936,0.530856708,0.49851191,0.492608854
286,Paris,0.0,0.01,0.05,1.225,1.169673487,0.837414275,0.965680579,1.110754451
287,Paris,0.0,0.008,0.25,1.225,0.868346198,0.509488349,0.471018026,0.454061944
288,Paris,0.0,0.01,0.11,1.225,0.975228075,0.639323561,0.685799534,0.718343796
289,Paris,0.0,0.008,0.29,1.225,0.858691724,0.50015508,0.459009256,0.437225442
290,Paris,0.0,0.008,0.35,1.225,0.848347684,0.490155197,0.446142783,0.41918643
291,Paris,0.0,0.01,0.17,1.225,0.918038348,0.581061712,0.603481772,0.602929183
292,Paris,0.0,0.01,0.07,1.225,1.067821101,0.733652438,0.819076171,0.905205936
293,Paris,0.0,0.01,0.23,1.225,0.890686814,0.553197443,0.56411255,0.5477311
294,Paris,0.0,0.008,0.31,1.225,0.8547988,0.496391676,0.454167025,0.430436552
295,Paris,0.0,0.01,0.13,1.225,0.950299205,0.613927352,0.649917405,0.66803482
296,Paris,0.0,0.01,0.03,1.225,1.407329119,1.079525306,1.307757653,1.590367834
297,Paris,0.0,0.01,0.29,1.225,0.874653215,0.53686329,0.541034153,0.515373771
