,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
976,Durham,0.5,0.008,0.21,0.049,0.298902634,0.27040386,0.29130622,0.297791367
977,Durham,0.5,0.008,0.01,0.049,4.336301996,4.263867399,4.770052266,5.02872206
978,Durham,0.5,0.008,0.07,0.049,0.702641952,0.669749479,0.739179942,0.770883455
979,Durham,0.5,0.008,0.17,0.049,0.346401256,0.317385553,0.343997073,0.353449068
980,Durham,0.5,0.008,0.27,0.049,0.254042938,0.226032397,0.241542801,0.245225943
981,Durham,0.5,0.008,0.23,0.049,0.281348822,0.253041092,0.271833552,0.27722226
982,Durham,0.5,0.008,0.13,0.049,0.423129926,0.393279209,0.429113248,0.443357861
983,Durham,0.5,0.008,0.33,0.049,0.225495971,0.197796145,0.20987533,0.211775398
984,Durham,0.5,0.008,0.29,0.049,0.243214764,0.215322077,0.229530981,0.232537783
985,Durham,0.5,0.01,0.03,0.049,1.527908597,1.543528703,1.705822666,1.772192393
986,Durham,0.5,0.008,0.19,0.049,0.320152006,0.291421973,0.314878429,0.322690848
987,Durham,0.5,0.01,0.09,0.049,0.574752887,0.564074063,0.615467148,0.632870878
988,Durham,0.5,0.008,0.25,0.049,0.266603636,0.238456387,0.255476535,0.259944236
989,Durham,0.5,0.008,0.35,0.049,0.218155346,0.190535422,0.2017323,0.203173866
990,Durham,0.5,0.01,0.15,0.049,0.384121995,0.368183444,0.397396413,0.405006981
991,Durham,0.5,0.01,0.05,0.049,0.956015088,0.955855816,1.051609232,1.088599349
992,Durham,0.5,0.008,0.31,0.049,0.233783787,0.20599375,0.219069093,0.221486825
993,Durham,0.5,0.01,0.11,0.049,0.488102443,0.475032826,0.516344031,0.529296318
994,Durham,0.5,0.01,0.01,0.049,4.387376563,4.481893654,4.976890447,5.190158287
995,Durham,0.5,0.01,0.21,0.049,0.302423219,0.284230542,0.30393779,0.307351314
996,Durham,0.5,0.01,0.17,0.049,0.350481298,0.333614572,0.358913415,0.364795784
997,Durham,0.5,0.01,0.07,0.049,0.710917929,0.703996081,0.771232134,0.795630998
998,Durham,0.5,0.01,0.27,0.049,0.25703515,0.237590213,0.252016538,0.253098391
999,Durham,0.5,0.01,0.13,0.049,0.428113707,0.413388932,0.447720382,0.457590905
1000,Durham,0.5,0.01,0.33,0.049,0.228151946,0.207910144,0.218975908,0.218573988
1001,Durham,0.5,0.01,0.23,0.049,0.284662652,0.265979956,0.283620752,0.28612188
1002,Durham,0.5,0.01,0.19,0.049,0.323922875,0.306323384,0.328532132,0.333050138
1003,Durham,0.5,0.01,0.29,0.049,0.246079437,0.226332238,0.239483864,0.240002905
1004,Durham,0.5,0.01,0.35,0.049,0.220724861,0.200278156,0.210479781,0.209696323
1005,Durham,0.5,0.012,0.03,0.049,1.546119362,1.612619902,1.758794568,1.812610008
1006,Durham,0.5,0.01,0.25,0.049,0.269743793,0.250649485,0.266554464,0.268289183
1007,Durham,0.5,0.012,0.09,0.049,0.581603224,0.589323061,0.634579607,0.647304487
1008,Durham,0.5,0.01,0.31,0.049,0.236537379,0.216526922,0.228568329,0.22859718
1009,Durham,0.5,0.012,0.15,0.049,0.38870025,0.384664016,0.409736995,0.414243797
1010,Durham,0.5,0.012,0.01,0.049,4.43966862,4.6825115,5.131440718,5.308527952
1011,Durham,0.5,0.012,0.05,0.049,0.967409595,0.99864169,1.084265465,1.113426557
